# OpenSignals Text File Format
# {"CC:78:AB:5E:9D:17":{"sensor":["EMGBITREV"],"device name":"CC:78:AB:5E:9D:17","column":["nSeq","I1","I2","O1","O2","A1"],"sync interval":2,"time":"12:47:49","comments":"","device connection":"BLECC:78:AB:5E:9D:17","channels":[1],"date":"2022-05-11","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	510
1	0	0	0	0	530
2	0	0	0	0	517
3	0	0	0	0	506
4	0	0	0	0	516
5	0	0	0	0	520
6	0	0	0	0	508
7	0	0	0	0	517
8	0	0	0	0	502
9	0	0	0	0	524
10	0	0	0	0	512
11	0	0	0	0	511
12	0	0	0	0	526
13	0	0	0	0	509
14	0	0	0	0	521
15	0	0	0	0	503
0	0	0	0	0	535
1	0	0	0	0	508
2	0	0	0	0	519
3	0	0	0	0	525
4	0	0	0	0	524
5	0	0	0	0	509
6	0	0	0	0	517
7	0	0	0	0	527
8	0	0	0	0	498
9	0	0	0	0	537
10	0	0	0	0	511
11	0	0	0	0	510
12	0	0	0	0	513
13	0	0	0	0	508
14	0	0	0	0	512
15	0	0	0	0	515
0	0	0	0	0	513
1	0	0	0	0	514
2	0	0	0	0	508
3	0	0	0	0	514
4	0	0	0	0	513
5	0	0	0	0	509
6	0	0	0	0	511
7	0	0	0	0	513
8	0	0	0	0	512
9	0	0	0	0	513
10	0	0	0	0	513
11	0	0	0	0	506
12	0	0	0	0	519
13	0	0	0	0	504
14	0	0	0	0	517
15	0	0	0	0	495
0	0	0	0	0	520
1	0	0	0	0	508
2	0	0	0	0	522
3	0	0	0	0	515
4	0	0	0	0	516
5	0	0	0	0	516
6	0	0	0	0	493
7	0	0	0	0	531
8	0	0	0	0	516
9	0	0	0	0	529
10	0	0	0	0	516
11	0	0	0	0	515
12	0	0	0	0	532
13	0	0	0	0	511
14	0	0	0	0	512
15	0	0	0	0	532
0	0	0	0	0	517
1	0	0	0	0	521
2	0	0	0	0	521
3	0	0	0	0	510
4	0	0	0	0	526
5	0	0	0	0	513
6	0	0	0	0	508
7	0	0	0	0	521
8	0	0	0	0	521
9	0	0	0	0	513
10	0	0	0	0	508
11	0	0	0	0	516
12	0	0	0	0	508
13	0	0	0	0	508
14	0	0	0	0	517
15	0	0	0	0	521
0	0	0	0	0	524
1	0	0	0	0	513
2	0	0	0	0	507
3	0	0	0	0	511
4	0	0	0	0	514
5	0	0	0	0	514
6	0	0	0	0	512
7	0	0	0	0	513
8	0	0	0	0	508
9	0	0	0	0	519
10	0	0	0	0	518
11	0	0	0	0	520
12	0	0	0	0	505
13	0	0	0	0	519
14	0	0	0	0	504
15	0	0	0	0	548
0	0	0	0	0	521
1	0	0	0	0	510
2	0	0	0	0	516
3	0	0	0	0	498
4	0	0	0	0	515
5	0	0	0	0	515
6	0	0	0	0	547
7	0	0	0	0	504
8	0	0	0	0	520
9	0	0	0	0	509
10	0	0	0	0	515
11	0	0	0	0	513
12	0	0	0	0	510
13	0	0	0	0	512
14	0	0	0	0	526
15	0	0	0	0	495
0	0	0	0	0	505
1	0	0	0	0	515
2	0	0	0	0	521
3	0	0	0	0	505
4	0	0	0	0	511
5	0	0	0	0	511
6	0	0	0	0	520
7	0	0	0	0	496
8	0	0	0	0	538
9	0	0	0	0	501
10	0	0	0	0	528
11	0	0	0	0	522
12	0	0	0	0	509
13	0	0	0	0	528
14	0	0	0	0	503
15	0	0	0	0	511
0	0	0	0	0	494
1	0	0	0	0	518
2	0	0	0	0	518
3	0	0	0	0	548
4	0	0	0	0	500
5	0	0	0	0	551
6	0	0	0	0	505
7	0	0	0	0	457
8	0	0	0	0	487
9	0	0	0	0	600
10	0	0	0	0	537
11	0	0	0	0	461
12	0	0	0	0	688
13	0	0	0	0	512
14	0	0	0	0	486
15	0	0	0	0	690
0	0	0	0	0	499
1	0	0	0	0	510
2	0	0	0	0	455
3	0	0	0	0	548
4	0	0	0	0	524
5	0	0	0	0	472
6	0	0	0	0	444
7	0	0	0	0	590
8	0	0	0	0	473
9	0	0	0	0	643
10	0	0	0	0	434
11	0	0	0	0	496
12	0	0	0	0	531
13	0	0	0	0	471
14	0	0	0	0	570
15	0	0	0	0	414
0	0	0	0	0	509
1	0	0	0	0	515
2	0	0	0	0	564
3	0	0	0	0	563
4	0	0	0	0	520
5	0	0	0	0	484
6	0	0	0	0	608
7	0	0	0	0	398
8	0	0	0	0	508
9	0	0	0	0	356
10	0	0	0	0	681
11	0	0	0	0	335
12	0	0	0	0	540
13	0	0	0	0	576
14	0	0	0	0	423
15	0	0	0	0	492
0	0	0	0	0	440
1	0	0	0	0	534
2	0	0	0	0	411
3	0	0	0	0	619
4	0	0	0	0	434
5	0	0	0	0	739
6	0	0	0	0	398
7	0	0	0	0	430
8	0	0	0	0	489
9	0	0	0	0	453
10	0	0	0	0	636
11	0	0	0	0	398
12	0	0	0	0	423
13	0	0	0	0	349
14	0	0	0	0	536
15	0	0	0	0	556
0	0	0	0	0	567
1	0	0	0	0	534
2	0	0	0	0	547
3	0	0	0	0	489
4	0	0	0	0	636
5	0	0	0	0	473
6	0	0	0	0	424
7	0	0	0	0	679
8	0	0	0	0	597
9	0	0	0	0	451
10	0	0	0	0	614
11	0	0	0	0	477
12	0	0	0	0	585
13	0	0	0	0	521
14	0	0	0	0	593
15	0	0	0	0	445
0	0	0	0	0	572
1	0	0	0	0	549
2	0	0	0	0	529
3	0	0	0	0	548
4	0	0	0	0	388
5	0	0	0	0	421
6	0	0	0	0	573
7	0	0	0	0	498
8	0	0	0	0	542
9	0	0	0	0	506
10	0	0	0	0	523
11	0	0	0	0	569
12	0	0	0	0	477
13	0	0	0	0	536
14	0	0	0	0	456
15	0	0	0	0	498
0	0	0	0	0	483
1	0	0	0	0	543
2	0	0	0	0	506
3	0	0	0	0	444
4	0	0	0	0	531
5	0	0	0	0	568
6	0	0	0	0	507
7	0	0	0	0	655
8	0	0	0	0	471
9	0	0	0	0	581
10	0	0	0	0	398
11	0	0	0	0	547
12	0	0	0	0	518
13	0	0	0	0	467
14	0	0	0	0	568
15	0	0	0	0	500
0	0	0	0	0	552
1	0	0	0	0	472
2	0	0	0	0	534
3	0	0	0	0	528
4	0	0	0	0	524
5	0	0	0	0	352
6	0	0	0	0	568
7	0	0	0	0	505
8	0	0	0	0	453
9	0	0	0	0	581
10	0	0	0	0	566
11	0	0	0	0	403
12	0	0	0	0	618
13	0	0	0	0	492
14	0	0	0	0	522
15	0	0	0	0	466
0	0	0	0	0	605
1	0	0	0	0	463
2	0	0	0	0	438
3	0	0	0	0	552
4	0	0	0	0	557
5	0	0	0	0	580
6	0	0	0	0	500
7	0	0	0	0	524
8	0	0	0	0	515
9	0	0	0	0	526
10	0	0	0	0	478
11	0	0	0	0	512
12	0	0	0	0	541
13	0	0	0	0	531
14	0	0	0	0	425
15	0	0	0	0	523
0	0	0	0	0	502
1	0	0	0	0	549
2	0	0	0	0	623
3	0	0	0	0	442
4	0	0	0	0	509
5	0	0	0	0	494
6	0	0	0	0	522
7	0	0	0	0	634
8	0	0	0	0	470
9	0	0	0	0	485
10	0	0	0	0	482
11	0	0	0	0	520
12	0	0	0	0	527
13	0	0	0	0	521
14	0	0	0	0	543
15	0	0	0	0	500
0	0	0	0	0	507
1	0	0	0	0	492
2	0	0	0	0	503
3	0	0	0	0	521
4	0	0	0	0	514
5	0	0	0	0	523
6	0	0	0	0	596
7	0	0	0	0	513
8	0	0	0	0	497
9	0	0	0	0	565
10	0	0	0	0	489
11	0	0	0	0	554
12	0	0	0	0	519
13	0	0	0	0	499
14	0	0	0	0	525
15	0	0	0	0	521
0	0	0	0	0	497
1	0	0	0	0	499
2	0	0	0	0	519
3	0	0	0	0	484
4	0	0	0	0	552
5	0	0	0	0	519
6	0	0	0	0	513
7	0	0	0	0	530
8	0	0	0	0	506
9	0	0	0	0	496
10	0	0	0	0	505
11	0	0	0	0	513
12	0	0	0	0	518
13	0	0	0	0	479
14	0	0	0	0	541
15	0	0	0	0	506
0	0	0	0	0	507
1	0	0	0	0	500
2	0	0	0	0	519
3	0	0	0	0	496
4	0	0	0	0	526
5	0	0	0	0	516
6	0	0	0	0	522
7	0	0	0	0	543
8	0	0	0	0	491
9	0	0	0	0	502
10	0	0	0	0	507
11	0	0	0	0	548
12	0	0	0	0	513
13	0	0	0	0	512
14	0	0	0	0	509
15	0	0	0	0	573
0	0	0	0	0	492
1	0	0	0	0	539
2	0	0	0	0	494
3	0	0	0	0	529
4	0	0	0	0	502
5	0	0	0	0	480
6	0	0	0	0	586
7	0	0	0	0	499
8	0	0	0	0	515
9	0	0	0	0	501
10	0	0	0	0	538
11	0	0	0	0	520
12	0	0	0	0	518
13	0	0	0	0	487
14	0	0	0	0	513
15	0	0	0	0	519
0	0	0	0	0	523
1	0	0	0	0	512
2	0	0	0	0	512
3	0	0	0	0	509
4	0	0	0	0	516
5	0	0	0	0	529
6	0	0	0	0	513
7	0	0	0	0	496
8	0	0	0	0	541
9	0	0	0	0	519
10	0	0	0	0	515
11	0	0	0	0	506
12	0	0	0	0	516
13	0	0	0	0	512
14	0	0	0	0	512
15	0	0	0	0	519
0	0	0	0	0	490
1	0	0	0	0	551
2	0	0	0	0	508
3	0	0	0	0	488
4	0	0	0	0	556
5	0	0	0	0	496
6	0	0	0	0	512
7	0	0	0	0	524
8	0	0	0	0	519
9	0	0	0	0	502
10	0	0	0	0	526
11	0	0	0	0	505
12	0	0	0	0	536
13	0	0	0	0	496
14	0	0	0	0	492
15	0	0	0	0	531
0	0	0	0	0	525
1	0	0	0	0	520
2	0	0	0	0	523
3	0	0	0	0	524
4	0	0	0	0	512
5	0	0	0	0	519
6	0	0	0	0	509
7	0	0	0	0	513
8	0	0	0	0	521
9	0	0	0	0	512
10	0	0	0	0	511
11	0	0	0	0	495
12	0	0	0	0	538
13	0	0	0	0	509
14	0	0	0	0	508
15	0	0	0	0	532
0	0	0	0	0	499
1	0	0	0	0	527
2	0	0	0	0	520
3	0	0	0	0	521
4	0	0	0	0	525
5	0	0	0	0	518
6	0	0	0	0	525
7	0	0	0	0	518
8	0	0	0	0	515
9	0	0	0	0	508
10	0	0	0	0	489
11	0	0	0	0	557
12	0	0	0	0	504
13	0	0	0	0	496
14	0	0	0	0	534
15	0	0	0	0	531
0	0	0	0	0	516
1	0	0	0	0	530
2	0	0	0	0	514
3	0	0	0	0	505
4	0	0	0	0	523
5	0	0	0	0	497
6	0	0	0	0	532
7	0	0	0	0	471
8	0	0	0	0	509
9	0	0	0	0	534
10	0	0	0	0	497
11	0	0	0	0	492
12	0	0	0	0	551
13	0	0	0	0	502
14	0	0	0	0	495
15	0	0	0	0	512
0	0	0	0	0	483
1	0	0	0	0	536
2	0	0	0	0	518
3	0	0	0	0	507
4	0	0	0	0	544
5	0	0	0	0	489
6	0	0	0	0	466
7	0	0	0	0	527
8	0	0	0	0	513
9	0	0	0	0	548
10	0	0	0	0	473
11	0	0	0	0	473
12	0	0	0	0	498
13	0	0	0	0	465
14	0	0	0	0	540
15	0	0	0	0	488
0	0	0	0	0	608
1	0	0	0	0	521
2	0	0	0	0	525
3	0	0	0	0	507
4	0	0	0	0	547
5	0	0	0	0	520
6	0	0	0	0	531
7	0	0	0	0	550
8	0	0	0	0	428
9	0	0	0	0	536
10	0	0	0	0	450
11	0	0	0	0	559
12	0	0	0	0	456
13	0	0	0	0	503
